(1)Avanti Sensor,,,,(6)Avanti Sensor
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.0
0.0,0.0,0.0,0.96875,0.018631265735866327
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02349889372091249
0.0,0.0,0.0,0.96875,0.02400244144350347
0.0,0.0,0.0,0.96875,0.02400244144350347
0.0,0.0,0.0,0.96875,0.024505989166094453
0.0,0.0,0.0,0.96875,0.02400244144350347
0.0,0.0,0.0,0.96875,0.024673838406958113
0.0,0.0,0.0,0.96875,0.024673838406958113
0.0,0.0,0.0,0.96875,0.024338139925230793
0.0,0.0,0.0,0.96875,0.024338139925230793
0.0,0.0,0.0,0.96875,0.02400244144350347
0.0,0.0,0.0,0.96875,0.023834592202639806
0.0,0.0,0.0,0.96875,0.02366674296177615
0.0,0.0,0.0,0.96875,0.02366674296177615
0.0,0.0,0.0,0.96875,0.02366674296177615
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.022995345998321506
0.0,0.0,0.0,0.96875,0.022156099794003202
0.0,0.0,0.0,0.96875,0.021988250553139542
0.0,0.0,0.0,0.96875,0.021988250553139542
0.0,0.0,0.0,0.96875,0.021652552071412222
0.0,0.0,0.0,0.96875,0.021149004348821242
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.020981155107957578
0.0,0.0,0.0,0.96875,0.020981155107957578
0.0,0.0,0.0,0.96875,0.020477607385366595
0.0,0.0,0.0,0.96875,0.020309758144502935
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.020981155107957578
0.0,0.0,0.0,0.96875,0.020981155107957578
0.0,0.0,0.0,0.96875,0.020981155107957578
0.0,0.0,0.0,0.96875,0.021820401312275882
0.0,0.0,0.0,0.96875,0.021652552071412222
0.0,0.0,0.0,0.96875,0.021652552071412222
0.0,0.0,0.0,0.96875,0.021988250553139542
0.0,0.0,0.0,0.96875,0.021988250553139542
0.0,0.0,0.0,0.96875,0.02265964751659419
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02265964751659419
0.0,0.0,0.0,0.96875,0.02265964751659419
0.0,0.0,0.0,0.96875,0.022995345998321506
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02265964751659419
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02400244144350347
0.0,0.0,0.0,0.96875,0.023834592202639806
0.0,0.0,0.0,0.96875,0.02366674296177615
0.0,0.0,0.0,0.96875,0.02366674296177615
0.0,0.0,0.0,0.96875,0.02400244144350347
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02265964751659419
0.0,0.0,0.0,0.96875,0.022995345998321506
0.0,0.0,0.0,0.96875,0.022323949034866862
0.0,0.0,0.0,0.96875,0.021988250553139542
0.0,0.0,0.0,0.96875,0.022323949034866862
0.0,0.0,0.0,0.96875,0.021652552071412222
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.021652552071412222
0.0,0.0,0.0,0.96875,0.021149004348821242
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.020981155107957578
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.020477607385366595
0.0,0.0,0.0,0.96875,0.019974059662775615
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.020813305867093918
0.0,0.0,0.0,0.96875,0.021149004348821242
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.020645456626230255
0.0,0.0,0.0,0.96875,0.0213168535896849
0.0,0.0,0.0,0.96875,0.021149004348821242
0.0,0.0,0.0,0.96875,0.021652552071412222
0.0,0.0,0.0,0.96875,0.021988250553139542
0.0,0.0,0.0,0.96875,0.021988250553139542
0.0,0.0,0.0,0.96875,0.022491798275730522
0.0,0.0,0.0,0.96875,0.02265964751659419
0.0,0.0,0.0,0.96875,0.022323949034866862
0.0,0.0,0.0,0.96875,0.022995345998321506
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.023834592202639806
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02333104448004883
0.0,0.0,0.0,0.96875,0.02400244144350347
0.0,-0.53125,0.0,0.625,0.023163195239185166
0.0,0.03125,0.15625,1.34375,0.02366674296177615
0.0,0.3125,0.28125,1.15625,0.02333104448004883
0.0,0.15625,-0.125,1.25,0.022995345998321506
0.5956969558251316,0.09375,0.0625,0.875,0.02265964751659419
-0.2767833981841764,0.09375,0.46875,0.6875,0.022491798275730522
-1.409597924773022,-0.125,0.3125,0.5625,0.021988250553139542
-2.5939421683070116,0.09375,-0.1875,1.0,0.021652552071412222
-3.5563897154192414,0.25,-0.1875,1.40625,0.02265964751659419
-4.281498435950255,-0.09375,0.03125,0.90625,0.021652552071412222
-4.826169222552834,-0.1875,0.0625,1.0,0.0213168535896849
-5.238406958113985,0.03125,0.03125,0.875,0.0213168535896849
-5.427573052567331,0.09375,0.0625,0.875,0.0213168535896849
-5.4232089723048755,0.0625,0.0,0.9375,0.020309758144502935
-5.354558632791638,0.03125,0.0,1.03125,0.019806210421911954
-5.16757457846952,0.09375,0.03125,0.96875,0.020645456626230255
-4.74845502403296,0.15625,0.03125,0.9375,0.020645456626230255
-4.148897535667963,0.125,0.03125,0.96875,0.020309758144502935
-3.5674677653162434,0.09375,0.03125,1.03125,0.020645456626230255
-3.094468604562447,0.21875,0.0625,1.0,0.020309758144502935
-2.5335164415960936,0.09375,0.09375,1.03125,0.020477607385366595
-1.8132753490501259,0.15625,0.09375,0.96875,0.020645456626230255
-1.0864881361104752,0.21875,0.125,0.9375,0.019974059662775615
-0.4060273136491951,0.15625,0.09375,0.96875,0.019974059662775615
0.29356832227054247,0.15625,0.125,1.03125,0.020477607385366595
1.1398641947051193,0.1875,0.125,1.09375,0.020477607385366595
2.0240939955748836,0.1875,0.0625,1.09375,0.020981155107957578
2.740810254062714,0.21875,0.0625,1.09375,0.020645456626230255
3.284641794460975,0.21875,0.03125,1.03125,0.021149004348821242
3.753276874952316,0.25,0.0,0.96875,0.0213168535896849
4.175921263447012,0.34375,-0.0625,0.96875,0.0213168535896849
4.5210193026627,0.375,-0.03125,0.96875,0.0213168535896849
4.794613565270466,0.40625,0.0,0.9375,0.0213168535896849
5.092713817044327,0.5625,-0.0625,0.9375,0.021988250553139542
5.330052643625543,0.65625,-0.09375,0.9375,0.021652552071412222
5.322667277027542,0.8125,-0.15625,0.9375,0.022323949034866862
5.029938200961317,0.90625,-0.21875,1.09375,0.022323949034866862
4.563317311360341,0.96875,-0.21875,1.125,0.022323949034866862
4.04969863431754,1.0,-0.28125,1.1875,0.021988250553139542
3.3863584344243534,1.03125,-0.3125,1.21875,0.022323949034866862
2.5578545815213243,1.25,-0.28125,1.3125,0.02265964751659419
1.7323720149538413,1.3125,-0.34375,1.28125,0.02265964751659419
0.992156862745098,1.3125,-0.375,1.28125,0.02265964751659419
0.22206454566262301,1.28125,-0.375,1.3125,0.02265964751659419
-0.7857022964827954,1.25,-0.375,1.28125,0.022323949034866862
-1.9948882276646065,1.1875,-0.375,1.25,0.02265964751659419
-3.1003433279926753,1.125,-0.375,1.1875,0.022323949034866862
-3.9384145876249326,1.0,-0.3125,1.125,0.022323949034866862
-4.5747310597390705,0.96875,-0.34375,1.03125,0.02265964751659419
-5.066025787747006,0.90625,-0.25,1.03125,0.021988250553139542
-5.3980315861753265,0.875,-0.1875,0.9375,0.021652552071412222
-5.472388799877928,0.84375,-0.15625,0.84375,0.021988250553139542
-5.424048218509193,0.84375,-0.125,0.78125,0.021652552071412222
-5.314946211947815,0.78125,-0.0625,0.71875,0.0213168535896849
-5.021210040436408,0.71875,-0.03125,0.6875,0.0213168535896849
-4.489463645380331,0.65625,0.03125,0.65625,0.020813305867093918
-3.8697642481116965,0.53125,0.0625,0.5625,0.020645456626230255
-3.3380178530556184,0.46875,0.09375,0.5,0.020981155107957578
-2.8366521705958645,0.375,0.15625,0.5,0.020645456626230255
-2.1889219501029977,0.3125,0.1875,0.5625,0.019974059662775615
-1.457602807660029,0.21875,0.21875,0.59375,0.020309758144502935
-0.7657282368200198,0.1875,0.25,0.6875,0.019974059662775615
-0.09013504234378575,0.15625,0.25,0.75,0.019806210421911954
0.6792858777752345,0.09375,0.25,0.78125,0.019974059662775615
1.5806363012130922,0.0,0.3125,0.84375,0.019638361181048294
2.4000762951094834,0.03125,0.28125,0.875,0.019974059662775615
3.0123903257801175,0.03125,0.28125,0.875,0.019974059662775615
3.505195696955825,-0.0625,0.34375,0.90625,0.019974059662775615
3.9570458533607997,-0.15625,0.34375,0.90625,0.020309758144502935
4.3659266041046765,-0.21875,0.375,0.90625,0.020645456626230255
4.687525749599451,-0.3125,0.40625,0.90625,0.020309758144502935
4.984283207446403,-0.34375,0.40625,0.90625,0.020645456626230255
5.262241550316624,-0.375,0.40625,0.90625,0.0213168535896849
5.371007858396276,-0.375,0.40625,0.90625,0.021149004348821242
5.207858396276798,-0.40625,0.40625,0.9375,0.0213168535896849
4.815762569619287,-0.46875,0.375,0.90625,0.021652552071412222
4.332356755931944,-0.375,0.375,0.96875,0.021988250553139542
3.7703974975204084,-0.375,0.28125,1.09375,0.022323949034866862
2.9956054016937514,-0.3125,0.28125,1.0,0.022323949034866862
2.1254749370565342,-0.21875,0.25,1.0625,0.022323949034866862
1.3396047913328755,-0.40625,0.21875,1.0625,0.022491798275730522
0.6195315480277713,-0.21875,0.1875,0.96875,0.022491798275730522
-0.22861066605630578,-0.21875,0.1875,0.96875,0.022323949034866862
-1.349172198062104,-0.1875,0.1875,1.0,0.022995345998321506
-2.5477836270695047,-0.21875,0.15625,0.9375,0.02333104448004883
-3.531380178530556,-0.28125,0.15625,0.9375,0.023163195239185166
-4.269916838330663,-0.25,0.15625,0.90625,0.02265964751659419
-4.8328831921873805,-0.0625,0.09375,0.9375,0.022995345998321506
-5.269962615396352,-0.0625,0.09375,0.90625,0.02265964751659419
-5.486320286869611,-0.09375,0.09375,0.90625,0.022995345998321506
-5.492027161058976,-0.125,0.03125,0.90625,0.02265964751659419
-5.422201876859693,0.125,0.0625,0.9375,0.022323949034866862
-5.232532234683757,0.1875,0.0,1.5,0.022323949034866862
-4.805691615167468,0.375,0.125,1.21875,0.021988250553139542
-4.199588006408789,0.25,0.09375,1.15625,0.021988250553139542
-3.6043945983062486,0.21875,-0.09375,1.28125,0.021820401312275882
-3.118303196765087,0.09375,-0.125,1.21875,0.021484702830548562
-2.557518883039597,0.03125,0.0,1.09375,0.0213168535896849
-1.8361028458075834,0.03125,-0.03125,0.90625,0.0213168535896849
-1.0979018844892041,0.0625,-0.0625,0.75,0.020981155107957578
-0.41777676050965123,0.03125,0.0,0.65625,0.020981155107957578
0.2678873884184023,0.03125,-0.03125,0.65625,0.020981155107957578
1.0975661860074768,0.0625,-0.03125,0.65625,0.0213168535896849
1.987838559548333,0.09375,-0.0625,0.65625,0.0213168535896849
2.718318455786984,0.09375,-0.09375,0.71875,0.020645456626230255
3.2681925688563362,0.125,-0.09375,0.78125,0.019302662699320974
3.7361562523842218,0.125,-0.09375,0.8125,0.019974059662775615
4.175249866483559,0.21875,-0.15625,1.0,0.020477607385366595
4.550560769054703,0.21875,-0.1875,1.15625,0.020645456626230255
4.852353704127566,0.125,-0.125,1.15625,0.020645456626230255
5.1467612726024266,0.125,-0.15625,1.0625,0.020477607385366595
5.369665064469366,0.09375,-0.125,0.96875,0.021149004348821242
5.343816281376363,0.0625,-0.09375,0.9375,0.0213168535896849
5.043030441748684,0.03125,-0.0625,1.03125,0.0213168535896849
4.587487602044709,-0.0625,-0.09375,1.0,0.0213168535896849
4.090318150606546,-0.03125,-0.125,1.0,0.022323949034866862
3.4387273975738153,-0.0625,-0.09375,1.0625,0.021988250553139542
2.5885709925993745,-0.09375,-0.125,1.0,0.021988250553139542
1.7387502861066602,0.0,-0.125,1.0625,0.022491798275730522
0.99316395819028,-0.0625,-0.1875,1.125,0.02333104448004883
0.23884946974898907,-0.03125,-0.15625,1.125,0.02265964751659419
-0.740383001449607,-0.09375,-0.125,1.03125,0.02265964751659419
-1.9292591744869152,-0.03125,-0.125,1.0625,0.02265964751659419
-3.041260395208667,-0.03125,-0.15625,1.09375,0.02265964751659419
-3.9011520561532005,-0.0625,-0.1875,1.09375,0.02265964751659419
-4.5648279545281145,-0.03125,-0.15625,1.0625,0.023163195239185166
-5.07592889295796,-0.0625,-0.125,1.125,0.02265964751659419
-5.429083695735104,-0.09375,-0.09375,1.09375,0.022995345998321506
-5.491523613336385,-0.09375,-0.125,1.03125,0.02333104448004883
-5.472724498359654,-0.0625,-0.15625,1.09375,0.02333104448004883
-5.378561074235141,-0.09375,-0.125,1.0625,0.02333104448004883
-5.108995193408102,-0.09375,-0.125,1.0625,0.02265964751659419
-4.583962767986573,-0.0625,-0.125,1.0625,0.022491798275730522
-3.934218356603341,-0.03125,-0.125,1.03125,0.02265964751659419
-3.3588311589227136,-0.0625,-0.125,1.0,0.022156099794003202
-2.8321202410925457,-0.0625,-0.125,1.0,0.021988250553139542
-2.192782482642863,-0.09375,-0.125,0.96875,0.02265964751659419
-1.4673380636301212,-0.1875,-0.15625,0.96875,0.022156099794003202
-0.7756313420309758,-0.15625,-0.1875,0.96875,0.021652552071412222
-0.1062485694666972,-0.15625,-0.09375,0.9375,0.0213168535896849
0.6480659189745938,-0.25,-0.0625,1.03125,0.021149004348821242
1.5393453879606316,-0.03125,-0.125,0.8125,0.020477607385366595
2.3762417029068437,-0.09375,-0.15625,0.65625,0.020813305867093918
3.0043335622186618,-0.0625,-0.21875,0.75,0.0213168535896849
3.5004959182116426,0.03125,-0.1875,0.875,0.020645456626230255
3.961745632104982,0.15625,-0.1875,0.90625,0.020645456626230255
4.386404211490043,0.09375,-0.15625,0.78125,0.020309758144502935
4.721766994735637,0.0625,-0.125,0.8125,0.019974059662775615
5.010467689021134,0.0,-0.125,0.875,0.020309758144502935
5.292454413672083,0.0,-0.125,0.875,0.019974059662775615
5.422034027618829,0.0,-0.15625,0.84375,0.020645456626230255
5.266605630579079,0.0,-0.15625,0.84375,0.020645456626230255
4.868802929732204,0.03125,-0.125,0.84375,0.020645456626230255
4.3712977798123145,-0.03125,-0.125,0.875,0.0213168535896849
3.793224994277867,-0.03125,-0.125,0.875,0.020981155107957578
3.011718928816663,-0.03125,-0.15625,0.875,0.0213168535896849
2.1412527656977187,-0.0625,-0.15625,0.90625,0.0213168535896849
1.3520256351567865,-0.0625,-0.15625,0.90625,0.021988250553139542
0.6349736781872282,-0.09375,-0.15625,0.8125,0.022323949034866862
-0.19755855649652856,-0.03125,-0.1875,0.9375,0.02265964751659419
-1.2999923704890515,0.0,-0.1875,0.84375,0.02265964751659419
